QID1	Position	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Comments	Gender	LGBTQ	UnderRep	Black	Asian	LatinX	MiddleEast	Native	HawaiiPI	White	Other	Ethnicity.text	Disability	Military	Academic_Class	Staff_wStudents	Faculty_rank	Faculty_appoint	Gender.exp	LGBTQ.text	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q19_1	Q19_4	Q19_5	Q19_6	Q19_7	Q19_8	Q19_9	Q19_10	Q19_11	Q19_12	Q19_13	Q19_14	Disability.text	role		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	3	3	2	4	4	4	5	5	5	3	5	5	5	3	4		5			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	"I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard"			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	4	4	3	4	3	3	4	3	3	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	3	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4		4			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Not applicable to my position	Research faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	3	4	4	1	4	4	3	4	1	2	3	3	5	1	5			"""I see people who look like me in positions I aspire?"" Everyone in leadership in the College is white. From the dean, to asst deans, to the faculty in charge of ""equity"" & diversity. Everyone here is white: https://engr.utexas.edu/about/leadership I think this speaks for itself."	Cisgender Woman*	No	Yes	0	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	2	5	4	4	4	4	4	4	4	4	4	4	5	4	3		4	"Professors are generally very understanding of students with difficult circumstances and encourage professional development by informing students of company events, EXPO, etc. My major is also relatively diverse, although I have heard it is not the same everywhere else at Cockrell."	Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	4	2	2	4	4	4	4	4	4	4		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	3	4	3	3	4	4	3	4	3	4	3	4	4	1	3		3	"The lack of a structure and support for PhD studies within some majors, makes it really frustrating to endure the long PhD process without being able to envision a bright ending.
I believe we need to hold advisors, and students accountable to try to stick to a timeline for PhD candidacy, and other smaller milestones along the way. Not having quicker feedback loops, results in students feeling unguided and unsupported, wasting of lots of time in the beginning of the program, and then depression and anxiety towards the end when they have to carry the burden of long years of study without tangible outcomes, and worrying about funding/visa issues after a while."	Cisgender Woman*	No	Yes	0	0	0	1	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	4	4	3	4	3	4	5	4	5	4	4	3	4	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4				Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	3	1	2	1	2	2	4	4	3	4	1	4	3	3	5	4	3				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5				Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	3	4	2	4	4	4	5	4	5	4	5	5	5	5	5		4			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Not applicable to my position	Instructional faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	3	4	5	5	5	3	4	4	5	4	4	4	5	5	4		4	Every single chemical engineering professor has wowed me beyond my beliefs. I truly believe they care about my education and go above and beyond to provide insight into how to succeed in the field.	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	2	2	3	3	4	5	4	5	5	3	4	2	5	4	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5				Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I am currently serving or formerly served in the military forces of another government		No																							Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	3	4	3	4	2	3	3	4	3	4	3	3	3	3	3	1		3			Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	1	2	2	2	2	3	3	4	2	4	2	3	2	3	5	3	2			"Staff, especially in student services, do not have the resources to do our jobs effectively. Our resources are consistently reduced and our value is diminished by the administration. The environment in CSE doesn't appear to value or support our roles or our needs."		No	No	0	0	0	0	0	0	0	FALSE		"No, I do not have a disability"			Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	3	4	4	3	4	4	3	4	4	4	4	5	3	3		3		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	4	3	4	4	4	4		3	3	3		3	3	3		2				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	5	5	5	5	4	5	5	5	5	4	4	5		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	2	4	5	5	4	4	4	4	4	4	4	5	2	4		4	"I feel like the academic support was there, but the professional support wasn’t. There’s ECAC, but their material is outdated, and their help is often too general. The professional advice you give to a chemical engineer should not be the same as that of a software engineer. The interview process, work environment, skills required, are far too different. 

What’s worse, is that by having a poor professional support system, those without an alternative support system, are left behind. Guess what? Those students are typically first gens, who are typically minorities. I was raised to be very independent and taught to weight my priorities. I knew that preparing to ace an interview for an internship would have a far greater impact than preparing for an exam. I didn’t blow off my classes, but I knew when I could give trade off time and so I did. I am now blessed to have had 2 internships and a full time offer. Why do I say this? Because most of the people that look like me, already struggle enough in school to worry about an opportunity for the summer. Or they might worry, but the professional support WASNT THERE. They don’t have the parental mentorship that most students do because their parents probably didn’t even go to school, or they seek the advice of ECAC and it’s a total waste of their time. 

Anyways, I believe that professional development should be encouraged more and that the current professional system needs a massive restructure and update."	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	1	4	4	2	2	3	4	2	3	3	3	3	3	5	2	4			"As time goes on, I take on more responsibilities and continue my education professionally where I can. My department does not invest in me to obtain new skills and certifications. I hold a Master's Degree, yet don't ever receive merit increases above 2%, and have yet had the chance to be promoted within or paid more for continually taking on more work. 

For my department, the ENTIRE (non-diverse) executive team above me all make well over six figures. All of the minorities (very few) in the department are in much lower positions, and make way less. Their merit increases are larger (3%) than the people at the lower end of salaries (2%), thus increasing the income gap between us a little more every year."	Cisgender Woman*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	3	5	3	4		5		4	3	4	2	3	4	5	3	4				Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	5	5	5	5	4	5	4	4	4	5	4	4	5	5	5				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	2	4	3	3	3	3		4	4	4	4	4	4	4	4		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4		5	4			3	5	4	4	4	4	4	5				4		Cisgender Man*	No	Yes	1	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	2	3	4	4	4	3	4	4	4	4	4	3	5	5	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	5	3	3	4	4	5	4	4	3	4	4	3	4	2	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	3	4	4	4	4	3	4	4	4	3	4	4			4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4				Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	3	5	4	4	5	3	5	5	3	5	5	4	5	5	5	5		5	WEP is great	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	2	4	3	3	4	4	4	3	3	4	4	4	5	5	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	4	3	4	3	4	4	4	4	4	4	4	4	3	3		4		"Diversity seems to be priority one sometimes when it should first be accepted as it naturally occurs, one on one, and mutual respect should be assumed for the most part on a one on one basis."	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Not applicable to my position	Instructional faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4		4		Cisgender Woman*	No	No	0	1	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	2	3	4	4	3	5	3	5	2	4	2	2	5	5		4			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Assistant	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	3	2	4	3	3	3	2	1	2	1	2	1	3	3	2	3		4	"There is an extreme progressive culture in Cockrell (and all of UT) that is hostile to classical liberal and conservative voices. I have had a few professors and MANY students propagate left-wing ideas accompanied with hateful distaste for anyone who may disagree with their ideas. On the other hand, I have seen absolutely no representation of ideas from intellectual conservatives and classical liberals. Every time I express an opinion that is not aligned with the political left, I am met with hate rather than discussion and I feel alienated. We all care about the same problems but have different opinions on how to solve them, but on campus only left-wing opinions are allowed. DEI should extend beyond racial and gender identities to also include intellectual thought for a truly diverse and inclusive culture."	Cisgender Man*	No	No	0	1	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	2	2	2	3	4	2	4	4	3	4	4	4	4	5	4	3		4	"Online courses are imperative for the safety of the students because of COVID-19, but there is a lack of motivation on the part of students because lectures can be uninteresting at times when we are just sitting at home. There is a lack of interesting opportunities given to students in my opinion."	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
